,index,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
352,343,3910000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished
353,346,3890000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished
354,360,3880000,4040,2,1,1,yes,no,no,no,no,0,no,semi-furnished
355,356,3860000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished
356,361,3860000,6020,3,1,1,yes,no,no,no,no,0,no,semi-furnished
357,364,3840000,3120,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
358,357,3840000,6930,4,1,2,no,no,no,no,no,1,no,furnished
359,354,3830000,8400,2,1,1,yes,no,no,no,no,1,no,furnished
360,371,3810000,3570,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
361,359,3810000,3600,3,1,1,yes,no,no,no,no,1,no,unfurnished
362,353,3810000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished
363,374,3800000,3520,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
364,352,3790000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished
365,367,3790000,3630,2,1,1,yes,no,no,no,yes,0,no,unfurnished
366,369,3780000,3600,2,1,1,yes,no,no,no,no,0,no,furnished
367,362,3780000,4050,2,1,1,yes,no,no,no,no,0,no,furnished
368,366,3770000,3630,2,1,1,yes,no,yes,no,no,0,no,furnished
369,377,3770000,2850,3,2,2,no,no,yes,no,no,0,yes,unfurnished
370,379,3760000,3520,3,1,1,yes,no,no,no,no,2,yes,unfurnished
371,381,3750000,4000,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
372,376,3730000,4130,3,2,2,yes,no,no,no,no,2,no,semi-furnished
373,368,3730000,5640,2,1,1,no,no,no,no,no,0,no,semi-furnished
374,365,3730000,5450,2,1,1,yes,no,no,no,no,0,no,furnished
375,363,3720000,3584,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
376,396,3700000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
377,395,3700000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
378,391,3690000,3036,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
379,373,3690000,3000,2,1,2,yes,no,no,no,yes,0,no,furnished
380,372,3680000,3180,3,1,2,no,no,yes,no,no,0,no,semi-furnished
381,370,3670000,4280,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
382,404,3670000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
383,375,3660000,5960,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
384,401,3660000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
385,378,3650000,2275,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
386,384,3650000,4500,2,1,1,no,no,no,no,no,0,no,furnished
387,402,3640000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
388,383,3640000,4500,4,2,2,yes,no,yes,no,no,2,no,furnished
389,382,3640000,3150,3,1,2,yes,no,yes,no,no,0,no,furnished
390,386,3610000,3850,3,1,1,yes,no,no,no,no,2,no,unfurnished
391,380,3610000,4500,2,1,1,yes,no,no,no,no,0,no,semi-furnished
392,389,3580000,4600,4,1,2,yes,no,no,no,no,0,no,semi-furnished
393,403,3580000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
394,385,3580000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
395,390,3570000,2135,3,2,2,no,no,no,no,no,0,no,unfurnished
396,387,3570000,4240,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
397,415,3560000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
398,406,3560000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
399,394,3560000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
400,398,3550000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
401,397,3550000,5900,2,1,1,yes,no,no,no,no,1,no,furnished
402,399,3550000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
403,423,3540000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
404,400,3530000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
405,426,3530000,2700,3,1,1,no,no,no,no,no,0,no,furnished
406,420,3530000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
407,413,3520000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
408,412,3520000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
409,416,3520000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
410,407,3510000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
411,392,3510000,3990,3,1,2,yes,no,no,no,no,0,no,semi-furnished
412,388,3510000,3650,3,1,2,yes,no,no,no,no,0,no,unfurnished
413,393,3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
414,436,3490000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
415,409,3480000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
416,437,3470000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
417,405,3470000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
418,414,3470000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
419,411,3470000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
420,408,3460000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
421,430,3450000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
422,422,3450000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
423,424,3450000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
424,425,3450000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
425,427,3440000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
426,429,3440000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
427,410,3440000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
428,431,3430000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
429,428,3420000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
430,421,3410000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
431,417,3410000,3640,2,1,1,yes,no,no,no,no,0,no,furnished
432,419,3410000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
433,442,3400000,2684,2,1,1,yes,no,no,no,yes,1,no,unfurnished
434,439,3400000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
435,444,3390000,3120,3,1,2,no,no,no,no,no,0,no,furnished
436,441,3390000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
437,418,3390000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
438,433,3360000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
439,438,3350000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
440,440,3350000,3640,4,1,2,yes,no,yes,no,no,0,no,unfurnished
441,434,3350000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
442,432,3330000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
443,435,3330000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
444,443,3320000,4320,3,1,1,no,no,no,no,no,1,no,unfurnished
445,445,3310000,3450,1,1,1,yes,no,no,no,no,0,no,furnished
446,446,3310000,3986,2,2,1,no,yes,yes,no,no,1,no,unfurnished
447,457,3300000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
448,449,3290000,1650,3,1,2,no,no,yes,no,no,0,no,unfurnished
449,450,3290000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
450,460,3270000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
451,459,3270000,3500,2,1,1,yes,no,no,no,no,0,no,unfurnished
452,455,3250000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
453,463,3240000,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
454,451,3230000,6750,2,1,1,yes,no,no,no,no,0,no,semi-furnished
455,447,3230000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
456,454,3230000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
457,464,3220000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
458,465,3210000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
459,456,3200000,2398,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
460,453,3200000,3069,2,1,1,yes,no,no,no,no,1,no,unfurnished
461,461,3190000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
462,472,3180000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
463,458,3170000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
464,448,3160000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
465,471,3160000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
466,452,3160000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
467,468,3160000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
468,474,3130000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
469,480,3110000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
470,475,3100000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
471,466,3100000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
472,469,3100000,4600,2,1,1,yes,no,no,no,no,0,no,furnished
473,462,3100000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
474,478,3080000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
475,479,3080000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
476,473,3060000,8050,2,1,1,yes,no,no,no,no,0,no,unfurnished
477,483,3050000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
478,476,3040000,5850,3,1,2,yes,no,yes,no,no,1,no,unfurnished
479,467,3020000,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
480,470,3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
481,488,3010000,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
482,481,2990000,2700,2,1,1,no,no,no,no,no,0,no,furnished
483,489,2980000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
484,477,2950000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
485,482,2940000,3150,3,1,2,no,no,no,no,no,0,no,unfurnished
486,485,2940000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
487,484,2930000,3040,2,1,1,no,no,no,no,no,0,no,unfurnished
488,486,2920000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
489,487,2920000,5400,4,1,2,yes,no,no,no,no,0,no,unfurnished
490,493,2910000,3960,3,1,1,yes,no,no,no,no,0,no,furnished
491,490,2860000,4350,3,1,2,no,no,no,yes,no,1,no,unfurnished
492,491,2860000,2640,2,1,1,no,no,no,no,no,1,no,furnished
493,492,2860000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
494,495,2830000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
495,496,2810000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
496,501,2810000,2430,3,1,1,no,no,no,no,no,0,no,unfurnished
497,503,2800000,4000,3,1,1,yes,no,no,no,no,0,no,semi-furnished
498,494,2800000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
499,497,2800000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
500,504,2800000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
501,500,2750000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
502,499,2720000,3630,3,3,2,no,yes,no,no,no,0,no,unfurnished
503,505,2720000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
504,502,2710000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
505,498,2680000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
506,507,2660000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
507,508,2660000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
508,506,2650000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
509,511,2650000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished
510,510,2640000,2880,3,1,1,no,no,no,no,no,0,no,unfurnished
511,512,2630000,3000,2,1,2,yes,no,no,no,no,0,no,furnished
512,509,2600000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
513,514,2590000,3000,3,1,2,no,no,no,no,no,0,no,semi-furnished
514,513,2590000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
515,520,2570000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
516,515,2550000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
517,523,2510000,2787,4,2,2,yes,no,no,no,no,0,no,furnished
518,516,2500000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
519,518,2500000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
520,517,2490000,3000,2,1,1,yes,no,no,no,no,1,no,unfurnished
521,519,2490000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
522,521,2490000,3635,2,1,1,no,no,no,no,no,0,no,unfurnished
523,524,2460000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
524,522,2430000,2475,3,1,2,yes,no,no,no,no,0,no,furnished
525,525,2380000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
526,528,2370000,3970,1,1,1,no,no,no,no,no,0,no,unfurnished
527,531,2340000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
528,530,2340000,1950,3,1,1,no,no,no,yes,no,0,no,unfurnished
529,529,2340000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
530,527,2320000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
531,526,2320000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
532,532,2230000,3000,2,1,1,no,no,no,no,no,0,no,unfurnished
533,534,2140000,3000,4,1,2,yes,no,no,no,no,0,no,unfurnished
534,533,2130000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
535,535,2110000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
536,536,1990000,3420,5,1,2,no,no,no,no,no,0,no,unfurnished
537,537,1990000,1700,3,1,2,yes,no,no,no,no,0,no,unfurnished
538,539,1950000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished
539,538,1920000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
540,540,1910000,3000,2,1,1,yes,no,yes,no,no,2,no,unfurnished
541,541,1810000,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
542,544,1810000,3850,3,1,2,yes,no,no,no,no,0,no,unfurnished
543,542,1770000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
544,543,1760000,2910,3,1,1,no,no,no,no,no,0,no,furnished
